1583932500       0        0        0        -1       -1      
1584176400       2        0        0        -1       -1      
1584219780       8        0        0        -1       -1      
1584446400       12       0        0        -1       -1      
1584464401       12       0        0        -1       -1      
1584486002       20       0        0        -1       -1      
1584507602       20       0        0        -1       -1      
1584529202       20       0        0        -1       -1      
1584550802       26       0        0        -1       -1      
1584568802       30       0        0        -1       -1      
1584572402       30       0        0        -1       -1      
1584576002       30       0        0        -1       -1      
1584579602       30       0        0        -1       -1      
1584583202       30       0        0        -1       -1      
1584586802       30       0        0        -1       -1      
1584590401       30       0        0        -1       -1      
1584594002       30       0        0        -1       -1      
1584597602       30       0        0        -1       -1      
1584601202       30       0        0        -1       -1      
1584604801       33       0        0        -1       -1      
1584608402       33       0        0        -1       -1      
1584612002       33       0        0        -1       -1      
1584615602       33       0        0        -1       -1      
1584619202       33       0        0        -1       -1      
1584622802       33       0        0        -1       -1      
1584626401       33       0        0        -1       -1      
1584630002       33       0        0        -1       -1      
1584633601       33       0        0        -1       -1      
1584637202       33       0        0        -1       -1      
1584640802       33       0        0        -1       -1      
1584644402       33       0        0        -1       -1      
1584648002       45       0        0        -1       -1      
1584651602       45       0        0        -1       -1      
1584655202       45       0        0        -1       -1      
1584658803       45       0        0        -1       -1      
1584662402       45       0        0        -1       -1      
1584666002       45       0        0        -1       -1      
1584669602       45       0        0        -1       -1      
1584673202       45       0        0        -1       -1      
1584676802       45       0        0        -1       -1      
1584680401       45       0        0        -1       -1      
1584684002       45       0        0        -1       -1      
1584687602       45       0        0        -1       -1      
1584691202       45       0        0        -1       -1      
1584694802       45       0        0        -1       -1      
1584698401       45       0        0        -1       -1      
1584702002       45       0        0        -1       -1      
1584705602       45       0        0        -1       -1      
1584709202       45       0        0        -1       -1      
1584712802       45       0        0        -1       -1      
1584716402       45       0        0        -1       -1      
1584720002       45       0        0        -1       -1      
1584723603       45       0        0        -1       -1      
1584727202       45       0        0        -1       -1      
1584730801       45       0        0        -1       -1      
1584734401       55       0        1        -1       -1      
1584738002       55       0        1        -1       -1      
1584741602       55       0        1        -1       -1      
1584745202       55       0        1        -1       -1      
1584748802       55       0        1        -1       -1      
1584752402       55       0        1        -1       -1      
1584756002       55       0        1        -1       -1      
1584759603       55       0        1        -1       -1      
1584763202       55       0        1        -1       -1      
1584766802       55       0        1        -1       -1      
1584770402       55       0        1        -1       -1      
1584774002       55       0        1        -1       -1      
1584777602       55       0        1        -1       -1      
1584781202       55       0        1        -1       -1      
1584784802       55       0        1        -1       -1      
1584788402       55       0        1        -1       -1      
1584792002       55       0        1        -1       -1      
1584795602       55       0        1        -1       -1      
1584799202       55       0        1        -1       -1      
1584802802       55       0        1        -1       -1      
1584806402       55       0        1        -1       -1      
1584810002       55       0        1        -1       -1      
1584813602       55       0        1        -1       -1      
1584817202       55       0        1        -1       -1      
1584820802       55       0        1        -1       -1      
1584824402       74       0        1        -1       -1      
1584828002       74       0        1        -1       -1      
1584831602       74       0        1        -1       -1      
1584835202       74       0        1        -1       -1      
1584838802       74       0        1        -1       -1      
1584842402       74       0        1        -1       -1      
1584846001       74       0        1        -1       -1      
1584849602       74       0        1        -1       -1      
1584853202       74       0        1        -1       -1      
1584856802       74       0        1        -1       -1      
1584860402       74       0        1        -1       -1      
1584864002       74       0        1        -1       -1      
1584867602       74       0        1        -1       -1      
1584871202       74       0        1        -1       -1      
1584874802       74       0        1        -1       -1      
1584878402       74       0        1        -1       -1      
1584882002       74       0        1        -1       -1      
1584885602       74       0        1        -1       -1      
1584889202       74       0        1        -1       -1      
1584892802       74       0        1        -1       -1      
1584896401       74       0        1        -1       -1      
1584900002       74       0        1        -1       -1      
1584903602       77       0        1        -1       -1      
1584907201       77       0        1        -1       -1      
1584910802       77       0        1        -1       -1      
1584914402       77       0        1        -1       -1      
1584918003       77       0        1        -1       -1      
1584921601       77       0        1        -1       -1      
1584925202       77       0        1        -1       -1      
1584928801       77       0        1        -1       -1      
1584932401       77       0        1        -1       -1      
1584936002       77       0        1        -1       -1      
1584939602       77       0        1        -1       -1      
1584943202       77       0        1        -1       -1      
1584946802       77       0        1        -1       -1      
1584950402       77       0        1        -1       -1      
1584954001       77       0        1        -1       -1      
1584957602       77       0        1        -1       -1      
1584961202       77       0        1        -1       -1      
1584964807       77       0        1        -1       -1      
1584968402       77       0        1        -1       -1      
1584972002       77       0        1        -1       -1      
1584975602       77       0        1        -1       -1      
1584979202       77       0        1        -1       -1      
1584982802       77       0        1        -1       -1      
1584986402       90       0        1        -1       -1      
1584990002       90       0        1        -1       -1      
1584993602       90       0        1        -1       -1      
1584997202       90       0        1        -1       -1      
1585000802       90       0        1        -1       -1      
1585004402       90       0        1        -1       -1      
1585008002       90       0        1        -1       -1      
1585011602       90       0        1        -1       -1      
1585015202       90       0        1        -1       -1      
1585018802       90       0        1        -1       -1      
1585022402       90       0        1        -1       -1      
1585026002       90       0        1        -1       -1      
1585029602       90       0        1        -1       -1      
1585033201       90       0        1        -1       -1      
1585036802       90       0        1        -1       -1      
1585040402       90       0        1        -1       -1      
1585044002       90       0        1        -1       -1      
1585047602       90       0        1        -1       -1      
1585051202       90       0        1        -1       -1      
1585054802       90       0        1        -1       -1      
1585058403       90       0        1        -1       -1      
1585062002       90       0        1        -1       -1      
1585065602       90       0        1        -1       -1      
1585069202       93       0        1        -1       -1      
1585072802       93       0        1        -1       -1      
1585076402       93       0        1        -1       -1      
1585080002       93       0        1        -1       -1      
1585083602       93       0        1        -1       -1      
1585087202       93       0        1        -1       -1      
1585090802       93       0        1        -1       -1      
1585094402       93       0        1        -1       -1      
1585098002       93       0        1        -1       -1      
1585101602       93       0        1        -1       -1      
1585105202       93       0        1        -1       -1      
1585108802       93       0        1        -1       -1      
1585112402       93       0        1        -1       -1      
1585116002       93       0        1        -1       -1      
1585119602       93       0        1        -1       -1      
1585123202       93       0        1        -1       -1      
1585126802       94       0        1        -1       -1      
1585130402       94       0        1        -1       -1      
1585134002       94       0        1        -1       -1      
1585137602       94       0        1        -1       -1      
1585141202       94       0        1        -1       -1      
1585144802       94       0        1        -1       -1      
1585148402       94       0        1        -1       -1      
1585152002       94       0        1        -1       -1      
1585155602       97       5        1        -1       -1      
1585159202       99       5        1        -1       -1      
1585162802       99       5        1        -1       -1      
1585166402       99       5        1        -1       -1      
1585170002       99       5        1        -1       -1      
1585173602       99       5        1        -1       -1      
1585177202       99       5        1        -1       -1      
1585180802       99       5        1        -1       -1      
1585184402       99       5        1        -1       -1      
1585188002       99       5        1        -1       -1      
1585191602       99       5        1        -1       -1      
1585195202       99       5        1        -1       -1      
1585198802       99       5        1        -1       -1      
1585202401       99       5        1        -1       -1      
1585206002       99       5        1        -1       -1      
1585209602       99       5        1        -1       -1      
1585213202       99       5        1        -1       -1      
1585216802       99       5        1        -1       -1      
1585220401       99       5        1        -1       -1      
1585224002       99       5        1        -1       -1      
1585227602       99       5        1        -1       -1      
1585252802       99       5        1        -1       -1      
1585256400       102      5        1        -1       -1      
1585302780       104      5        1        -1       -1      
1585303202       104      5        1        -1       -1      
1585306802       104      5        1        -1       -1      
1585310402       104      5        1        -1       -1      
1585314002       104      5        1        -1       -1      
1585317602       104      5        1        -1       -1      
1585321202       104      5        1        -1       -1      
1585324802       104      5        1        -1       -1      
1585328402       104      5        1        -1       -1      
1585332622       110      5        1        -1       -1      
1585335602       110      5        1        -1       -1      
1585339202       110      5        1        -1       -1      
1585342802       110      5        1        -1       -1      
1585346402       110      5        1        -1       -1      
1585350003       110      5        1        -1       -1      
1585353603       110      5        1        -1       -1      
1585357202       110      5        1        -1       -1      
1585360802       110      5        1        -1       -1      
1585364402       110      5        1        -1       -1      
1585368002       110      5        1        -1       -1      
1585371602       110      5        1        -1       -1      
1585375202       110      5        1        -1       -1      
1585378802       110      5        1        -1       -1      
1585382402       110      5        1        -1       -1      
1585386002       110      5        1        -1       -1      
1585389602       110      5        1        -1       -1      
1585393202       110      5        1        -1       -1      
1585396802       110      5        1        -1       -1      
1585401490       114      5        1        -1       -1      
1585404002       114      5        1        -1       -1      
1585407602       114      5        1        -1       -1      
1585411202       114      5        1        -1       -1      
1585414802       114      5        1        -1       -1      
1585418402       114      5        1        -1       -1      
1585422002       114      5        1        -1       -1      
1585425602       114      5        1        -1       -1      
1585429202       114      5        1        -1       -1      
1585432802       114      5        1        -1       -1      
1585436403       114      5        1        -1       -1      
1585440002       114      5        1        -1       -1      
1585443602       114      5        1        -1       -1      
1585447202       114      5        1        -1       -1      
1585450801       114      5        1        -1       -1      
1585454402       114      5        1        -1       -1      
