1584653175       11       0        -1       -1       -1      
1584655203       11       0        -1       -1       -1      
1584658804       11       0        -1       -1       -1      
1584662403       11       0        -1       -1       -1      
1584666004       11       0        -1       -1       -1      
1584669603       11       0        -1       -1       -1      
1584673203       11       0        -1       -1       -1      
1584676804       11       0        -1       -1       -1      
1584680403       11       0        -1       -1       -1      
1584684003       11       0        -1       -1       -1      
1584687604       11       0        -1       -1       -1      
1584691203       11       0        -1       -1       -1      
1584694804       11       0        -1       -1       -1      
1584698403       11       0        -1       -1       -1      
1584702003       11       0        -1       -1       -1      
1584705603       11       0        -1       -1       -1      
1584709205       11       0        -1       -1       -1      
1584712805       11       0        -1       -1       -1      
1584716405       11       0        -1       -1       -1      
1584720005       11       0        -1       -1       -1      
1584723606       11       0        -1       -1       -1      
1584727205       11       0        -1       -1       -1      
1584730804       11       0        -1       -1       -1      
1584734404       11       0        -1       -1       -1      
1584738005       11       0        -1       -1       -1      
1584741604       11       0        -1       -1       -1      
1584745206       11       0        -1       -1       -1      
1584748805       11       0        -1       -1       -1      
1584752409       11       0        -1       -1       -1      
1584756005       11       0        -1       -1       -1      
1584759605       11       0        -1       -1       -1      
1584763205       11       0        -1       -1       -1      
1584766805       11       0        -1       -1       -1      
1584770405       11       0        -1       -1       -1      
1584774004       11       0        -1       -1       -1      
1584777605       11       0        -1       -1       -1      
1584781205       11       0        -1       -1       -1      
1584784805       11       0        -1       -1       -1      
1584788405       11       0        -1       -1       -1      
1584792005       11       0        -1       -1       -1      
1584795605       11       0        -1       -1       -1      
1584799204       11       0        -1       -1       -1      
1584802805       11       0        -1       -1       -1      
1584806406       11       0        -1       -1       -1      
1584810004       11       0        -1       -1       -1      
1584813605       11       0        -1       -1       -1      
1584817205       11       0        -1       -1       -1      
1584820805       11       0        -1       -1       -1      
1584824405       11       0        -1       -1       -1      
1584828005       11       0        -1       -1       -1      
1584831605       11       0        -1       -1       -1      
1584835204       11       0        -1       -1       -1      
1584838805       11       0        -1       -1       -1      
1584842404       11       0        -1       -1       -1      
1584846004       11       0        -1       -1       -1      
1584849605       11       0        -1       -1       -1      
1584853204       11       0        -1       -1       -1      
1584856804       11       0        -1       -1       -1      
1584860404       11       0        -1       -1       -1      
1584864005       11       0        -1       -1       -1      
1584867604       11       0        -1       -1       -1      
1584871205       11       0        -1       -1       -1      
1584874805       11       0        -1       -1       -1      
1584878406       11       0        -1       -1       -1      
1584882005       11       0        -1       -1       -1      
1584885605       11       0        -1       -1       -1      
1584889205       11       0        -1       -1       -1      
1584892805       11       0        -1       -1       -1      
1584896404       11       0        -1       -1       -1      
1584900005       11       0        -1       -1       -1      
1584903604       11       0        -1       -1       -1      
1584907204       11       0        -1       -1       -1      
1584910805       11       0        -1       -1       -1      
1584914404       11       0        -1       -1       -1      
1584918006       11       0        -1       -1       -1      
1584921604       11       0        -1       -1       -1      
1584925205       11       0        -1       -1       -1      
1584928804       11       0        -1       -1       -1      
1584932404       11       0        -1       -1       -1      
1584936005       11       0        -1       -1       -1      
1584939604       11       0        -1       -1       -1      
1584943204       11       0        -1       -1       -1      
1584946805       11       0        -1       -1       -1      
1584950404       11       0        -1       -1       -1      
1584954004       12       0        -1       -1       -1      
1584957605       12       0        -1       -1       -1      
1584961205       12       0        -1       -1       -1      
1584964809       12       0        -1       -1       -1      
1584968405       12       0        -1       -1       -1      
1584972005       12       0        -1       -1       -1      
1584975605       12       0        -1       -1       -1      
1584979205       12       0        -1       -1       -1      
1584982804       13       0        -1       -1       -1      
1585051205       16       0        -1       -1       -1      
1585054805       16       0        -1       -1       -1      
1585058406       16       0        -1       -1       -1      
1585062005       16       0        -1       -1       -1      
1585065605       16       0        -1       -1       -1      
1585069205       16       0        -1       -1       -1      
1585072805       20       0        -1       -1       -1      
1585076405       20       0        -1       -1       -1      
1585080005       20       0        -1       -1       -1      
1585083606       20       0        -1       -1       -1      
1585087205       20       0        -1       -1       -1      
1585090806       20       0        -1       -1       -1      
1585094405       20       0        -1       -1       -1      
1585098005       20       0        -1       -1       -1      
1585101605       20       0        -1       -1       -1      
1585105205       20       0        -1       -1       -1      
1585108805       20       0        -1       -1       -1      
1585112405       20       0        -1       -1       -1      
1585116005       20       0        -1       -1       -1      
1585119605       20       0        -1       -1       -1      
1585123205       20       0        -1       -1       -1      
1585126806       20       0        -1       -1       -1      
1585130406       20       0        -1       -1       -1      
1585134005       20       0        -1       -1       -1      
1585137606       20       0        -1       -1       -1      
1585141206       20       0        -1       -1       -1      
1585144805       20       0        -1       -1       -1      
1585148405       20       0        -1       -1       -1      
1585152006       21       0        -1       -1       -1      
1585155606       21       0        -1       -1       -1      
1585159206       21       0        -1       -1       -1      
1585162805       21       0        -1       -1       -1      
1585166405       21       0        -1       -1       -1      
1585170006       21       0        -1       -1       -1      
1585173606       21       0        -1       -1       -1      
1585177206       21       0        -1       -1       -1      
1585180806       21       0        -1       -1       -1      
1585184406       21       0        -1       -1       -1      
1585188005       21       0        -1       -1       -1      
1585191606       21       0        -1       -1       -1      
1585195206       21       0        -1       -1       -1      
1585198805       21       0        -1       -1       -1      
1585202405       21       0        -1       -1       -1      
1585206005       21       0        -1       -1       -1      
1585209606       21       0        -1       -1       -1      
1585213206       21       0        -1       -1       -1      
1585216806       21       0        -1       -1       -1      
1585220406       21       0        -1       -1       -1      
1585224006       21       0        -1       -1       -1      
1585227605       21       0        -1       -1       -1      
1585231211       21       0        -1       -1       -1      
1585234810       22       0        -1       -1       -1      
1585238415       22       0        -1       -1       -1      
1585242011       22       0        -1       -1       -1      
1585245610       22       0        -1       -1       -1      
1585249210       22       0        -1       -1       -1      
1585252806       22       0        -1       -1       -1      
1585256407       22       0        -1       -1       -1      
1585260007       22       0        -1       -1       -1      
1585263607       22       0        -1       -1       -1      
1585267207       22       0        -1       -1       -1      
1585270811       22       0        -1       -1       -1      
1585274406       22       0        -1       -1       -1      
1585278006       22       0        -1       -1       -1      
1585281606       22       0        -1       -1       -1      
1585285206       22       0        -1       -1       -1      
1585288808       22       0        -1       -1       -1      
1585292406       22       0        -1       -1       -1      
1585296006       22       0        -1       -1       -1      
1585299606       22       0        -1       -1       -1      
1585303206       24       0        -1       -1       -1      
1585306806       24       0        -1       -1       -1      
1585310406       24       0        -1       -1       -1      
1585314006       24       0        -1       -1       -1      
1585317603       24       0        -1       -1       -1      
1585321202       24       0        -1       -1       -1      
1585324803       24       0        -1       -1       -1      
1585328403       24       0        -1       -1       -1      
1585332003       24       0        -1       -1       -1      
1585335603       24       0        -1       -1       -1      
1585339202       24       0        -1       -1       -1      
1585342803       24       0        -1       -1       -1      
1585346403       24       0        -1       -1       -1      
1585350004       24       0        -1       -1       -1      
1585353603       24       0        -1       -1       -1      
1585357203       24       0        -1       -1       -1      
1585360803       24       0        -1       -1       -1      
1585364403       24       0        -1       -1       -1      
1585368003       24       0        -1       -1       -1      
1585371603       24       0        -1       -1       -1      
1585375203       24       0        -1       -1       -1      
1585378803       24       0        -1       -1       -1      
1585382403       24       0        -1       -1       -1      
1585386003       24       0        -1       -1       -1      
1585389603       24       0        -1       -1       -1      
1585393203       24       0        -1       -1       -1      
1585396803       24       0        -1       -1       -1      
1585400403       24       0        -1       -1       -1      
1585404002       24       0        -1       -1       -1      
1585407603       24       0        -1       -1       -1      
1585411203       27       0        -1       -1       -1      
1585414803       27       0        -1       -1       -1      
1585418403       27       0        -1       -1       -1      
1585422003       27       0        -1       -1       -1      
1585425602       27       0        -1       -1       -1      
1585429203       27       0        -1       -1       -1      
1585432803       27       0        -1       -1       -1      
1585436405       27       0        -1       -1       -1      
1585440003       27       0        -1       -1       -1      
1585443603       27       0        -1       -1       -1      
1585447203       27       0        -1       -1       -1      
1585450802       27       0        -1       -1       -1      
1585454403       27       0        -1       -1       -1      
1585458002       27       0        -1       -1       -1      
1585461603       27       0        -1       -1       -1      
1585465203       27       0        -1       -1       -1      
1585468803       27       0        -1       -1       -1      
1585476003       27       0        -1       -1       -1      
1585479603       27       0        -1       -1       -1      
1585483204       27       0        -1       -1       -1      
1585486803       27       0        -1       -1       -1      
